"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:18:14.9927037","DllHost.exe","25556","CreateFileMapping","C:\Windows\System32\kernel.appcore.dll","SUCCESS","SyncType: SyncTypeOther"
"21:18:14.9927184","DllHost.exe","25556","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\kernel.appcore.dll","SUCCESS",""
"21:18:14.9927220","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXw94xvdv3g2dsfdsn724mt3wvnpsvs0es","SUCCESS","Type: REG_SZ, Length: 390, Data: Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.72.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities"
"21:18:14.9927429","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1314","SUCCESS","Desired Access: Read"
"21:18:14.9927465","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9927678","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.72.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","REPARSE","Desired Access: Read"
"21:18:14.9927844","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1314\Flags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 8421452"
"21:18:14.9928150","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1314\InstalledLocation","BUFFER OVERFLOW","Length: 144"
"21:18:14.9928305","Explorer.EXE","6308","QueryOpen","C:\Users\rabBIThole\Videos","FAST IO DISALLOWED",""
"21:18:14.9928434","DllHost.exe","25556","Load Image","C:\Windows\System32\kernel.appcore.dll","SUCCESS","Image Base: 0x7ffd4d3f0000, Image Size: 0x1b000"
"21:18:14.9928444","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1314\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 174, Data: C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.11321.0_x64__8wekyb3d8bbwe"
"21:18:14.9928496","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.72.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9928741","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1314","SUCCESS",""
"21:18:14.9928891","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9928916","Procmon64.exe","10216","CreateFile","C:\Windows\System32\CoreUIComponents.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.9929098","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: Name"
"21:18:14.9929107","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS",""
"21:18:14.9929289","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS",""
"21:18:14.9929436","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.72.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","REPARSE","Desired Access: Read"
"21:18:14.9929507","svchost.exe","3488","LockFile","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Exclusive: False, Offset: 123, Length: 1, Fail Immediately: True"
"21:18:14.9929598","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.9929674","Procmon64.exe","10216","QueryStandardInformationFile","C:\Windows\System32\CoreUIComponents.dll","SUCCESS","AllocationSize: 3,035,136, EndOfFile: 3,034,120, NumberOfLinks: 2, DeletePending: False, Directory: False"
"21:18:14.9929750","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.72.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9929832","Procmon64.exe","10216","CreateFileMapping","C:\Windows\System32\CoreUIComponents.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"21:18:14.9929944","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9930079","Procmon64.exe","10216","QueryStandardInformationFile","C:\Windows\System32\CoreUIComponents.dll","SUCCESS","AllocationSize: 3,035,136, EndOfFile: 3,034,120, NumberOfLinks: 2, DeletePending: False, Directory: False"
"21:18:14.9930109","svchost.exe","3488","UnlockFileSingle","C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm","SUCCESS","Offset: 123, Length: 1"
"21:18:14.9930158","msedgewebview2.exe","19460","RegEnumValue","HKCU\Software\RegisteredApplications","BUFFER OVERFLOW","Index: 162, Length: 220"
"21:18:14.9930170","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.WindowsTerminal_8wekyb3d8bbwe\ResourcesConfig","REPARSE","Desired Access: Read"
"21:18:14.9930236","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\CoreUIComponents.dll","SUCCESS",""
"21:18:14.9930384","msedgewebview2.exe","19460","RegEnumValue","HKCU\Software\RegisteredApplications","SUCCESS","Index: 162, Name: AppXs2597r41xv25nry0vqdg1w5hxqf69qfb, Type: REG_SZ, Length: 384, Data: Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\FilesUXHostApp\Capabilities"
"21:18:14.9930410","Procmon64.exe","10216","CreateFileMapping","C:\Windows\System32\CoreUIComponents.dll","SUCCESS","SyncType: SyncTypeOther"
"21:18:14.9930441","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.WindowsTerminal_8wekyb3d8bbwe\ResourcesConfig","SUCCESS","Desired Access: Read"
"21:18:14.9930551","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\CoreUIComponents.dll","SUCCESS",""
"21:18:14.9930610","DllHost.exe","25556","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffd4f400000, Image Size: 0xa9000"
"21:18:14.9930612","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXs2597r41xv25nry0vqdg1w5hxqf69qfb","BUFFER OVERFLOW","Length: 144"
"21:18:14.9930706","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.9930898","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.windowsterminal_8wekyb3d8bbwe\ResourcesConfig\CachedMergedResourcesPriFileName","NAME NOT FOUND","Length: 12"
"21:18:14.9930913","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXs2597r41xv25nry0vqdg1w5hxqf69qfb","BUFFER OVERFLOW","Length: 144"
"21:18:14.9931043","Procmon64.exe","10216","CloseFile","C:\Windows\System32\CoreUIComponents.dll","SUCCESS",""
"21:18:14.9931201","Explorer.EXE","6308","CreateFile","C:\Users\rabBIThole\Videos","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.9931220","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXs2597r41xv25nry0vqdg1w5hxqf69qfb","SUCCESS","Type: REG_SZ, Length: 384, Data: Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\FilesUXHostApp\Capabilities"
"21:18:14.9931283","Explorer.EXE","6308","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.windowsterminal_8wekyb3d8bbwe\ResourcesConfig","SUCCESS",""
"21:18:14.9931307","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Windows\System32\CoreUIComponents.dll","SUCCESS",""
"21:18:14.9931539","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9931776","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\FilesUXHostApp\Capabilities\UrlAssociations","REPARSE","Desired Access: Read"
"21:18:14.9931796","DllHost.exe","25556","CloseFile","C:\Windows\System32\kernel.appcore.dll","SUCCESS",""
"21:18:14.9931864","Explorer.EXE","6308","QueryNetworkOpenInformationFile","C:\Users\rabBIThole\Videos","SUCCESS","CreationTime: 2023/6/13 20:00:28, LastAccessTime: 2026/6/19 13:02:41, LastWriteTime: 2026/6/19 13:02:41, ChangeTime: 2026/6/19 13:02:41, AllocationSize: 1601/1/1 8:00:00, EndOfFile: 1601/1/1 8:00:00, FileAttributes: RD"
"21:18:14.9931962","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.9932064","Explorer.EXE","6308","CloseFile","C:\Users\rabBIThole\Videos","SUCCESS",""
"21:18:14.9932197","DllHost.exe","25556","IRP_MJ_CLOSE","C:\Windows\System32\kernel.appcore.dll","SUCCESS",""
"21:18:14.9932247","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\FilesUXHostApp\Capabilities\UrlAssociations","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9932329","Explorer.EXE","6308","IRP_MJ_CLOSE","C:\Users\rabBIThole\Videos","SUCCESS",""
"21:18:14.9932388","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9932635","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9932691","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.WindowsTerminal_8wekyb3d8bbwe\ResourcesConfig","REPARSE","Desired Access: Read"
"21:18:14.9932708","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9932786","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\Desktop\NameSpace\{A0953C92-50DC-43BF-BE83-3742FED03C9C}","SUCCESS","Desired Access: Query Value"
"21:18:14.9932898","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: Name"
"21:18:14.9932942","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.WindowsTerminal_8wekyb3d8bbwe\ResourcesConfig","SUCCESS","Desired Access: Read"
"21:18:14.9933030","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Desktop\NameSpace\{A0953C92-50DC-43bf-BE83-3742FED03C9C}\HiddenByDefault","NAME NOT FOUND","Length: 16"
"21:18:14.9933208","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\FilesUXHostApp\Capabilities\UrlAssociations","REPARSE","Desired Access: Read"
"21:18:14.9933265","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.9933485","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\FilesUXHostApp\Capabilities\UrlAssociations","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9933496","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.windowsterminal_8wekyb3d8bbwe\ResourcesConfig\Language","NAME NOT FOUND","Length: 12"
"21:18:14.9933508","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Desktop\NameSpace\{A0953C92-50DC-43bf-BE83-3742FED03C9C}","SUCCESS",""
"21:18:14.9933748","msedgewebview2.exe","19460","RegEnumValue","HKCU\Software\RegisteredApplications","BUFFER OVERFLOW","Index: 163, Length: 220"
"21:18:14.9933785","Explorer.EXE","6308","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.windowsterminal_8wekyb3d8bbwe\ResourcesConfig","SUCCESS",""
"21:18:14.9933840","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9933894","msedgewebview2.exe","19460","RegEnumValue","HKCU\Software\RegisteredApplications","SUCCESS","Index: 163, Name: AppXk6c5786fb2e1m9w2g3204mgy3swfw0hh, Type: REG_SZ, Length: 390, Data: Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities"
"21:18:14.9933946","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9934054","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXk6c5786fb2e1m9w2g3204mgy3swfw0hh","BUFFER OVERFLOW","Length: 144"
"21:18:14.9934089","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.9934239","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\PropertySystem\SystemPropertyHandlers","SUCCESS","Desired Access: Query Value"
"21:18:14.9934285","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\WCOSEnumerationBaselineAllowedlist","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9934322","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXk6c5786fb2e1m9w2g3204mgy3swfw0hh","BUFFER OVERFLOW","Length: 144"
"21:18:14.9934561","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXk6c5786fb2e1m9w2g3204mgy3swfw0hh","SUCCESS","Type: REG_SZ, Length: 390, Data: Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities"
"21:18:14.9934711","Procmon64.exe","10216","QueryOpen","C:\Windows\System32\directmanipulation.dll","FAST IO DISALLOWED",""
"21:18:14.9935908","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9936129","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9936192","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9936276","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\AllowedEnumeration","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9936373","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.WindowsTerminal_8wekyb3d8bbwe\ResourcesConfig","REPARSE","Desired Access: Read"
"21:18:14.9936494","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","REPARSE","Desired Access: Read"
"21:18:14.9936571","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\PropertySystem\SystemPropertyHandlers\.txt","NAME NOT FOUND","Length: 90"
"21:18:14.9936583","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9936614","Procmon64.exe","10216","CreateFile","C:\Windows\System32\directmanipulation.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.9936664","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.WindowsTerminal_8wekyb3d8bbwe\ResourcesConfig","SUCCESS","Desired Access: Read"
"21:18:14.9936800","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9936855","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\AllowedEnumeration","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9936963","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.9937088","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9937186","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9937270","msedgewebview2.exe","19460","RegQueryKey","HKCU","SUCCESS","Query: Name"
"21:18:14.9937278","Explorer.EXE","6308","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"21:18:14.9937379","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"21:18:14.9937442","Procmon64.exe","10216","QueryBasicInformationFile","C:\Windows\System32\directmanipulation.dll","SUCCESS","CreationTime: 2026/7/15 10:40:48, LastAccessTime: 2026/7/15 10:40:48, LastWriteTime: 2026/7/15 10:40:48, ChangeTime: 2026/7/16 23:33:43, FileAttributes: A"
"21:18:14.9937600","Explorer.EXE","6308","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9937700","Procmon64.exe","10216","CloseFile","C:\Windows\System32\directmanipulation.dll","SUCCESS",""
"21:18:14.9937768","Explorer.EXE","6308","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9937862","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","REPARSE","Desired Access: Read"
"21:18:14.9937933","Explorer.EXE","6308","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:18:14.9937954","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\CLSID\{A8CDFF1C-4878-43BE-B5FD-F8091C1C60D0}","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9938020","DllHost.exe","25556","Load Image","C:\Windows\System32\bcryptprimitives.dll","SUCCESS","Image Base: 0x7ffd4e8e0000, Image Size: 0xac000"
"21:18:14.9938149","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.9938201","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\PropertySystem\SystemPropertyHandlers","SUCCESS",""
"21:18:14.9938307","Explorer.EXE","6308","RegOpenKey","HKCR\CLSID\{A8CDFF1C-4878-43BE-B5FD-F8091C1C60D0}","SUCCESS","Desired Access: Read"
"21:18:14.9938355","msedgewebview2.exe","19460","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\MicrosoftWindows.CrossDevice_1.25082.81.0_x64__cw5n1h2txyewy\SettingsUXHostApp\Capabilities\UrlAssociations","NAME NOT FOUND","Desired Access: Read"
"21:18:14.9938369","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"21:18:14.9938539","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9938565","Explorer.EXE","6308","RegQueryKey","HKCR\CLSID\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}","SUCCESS","Query: Name"
"21:18:14.9938669","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.9938757","Explorer.EXE","6308","RegQueryKey","HKCR\CLSID\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9938793","msedgewebview2.exe","19460","RegEnumValue","HKCU\Software\RegisteredApplications","BUFFER OVERFLOW","Index: 164, Length: 220"
"21:18:14.9938811","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\PropertySystem\PropertyHandlers\.txt","NAME NOT FOUND","Desired Access: Query Value"
"21:18:14.9938952","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\CLSID\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"21:18:14.9939031","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.9939235","msedgewebview2.exe","19460","RegEnumValue","HKCU\Software\RegisteredApplications","SUCCESS","Index: 164, Name: AppXgzzfreat371nkms9k7gpb45n6ha46qgn, Type: REG_SZ, Length: 376, Data: Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Packages\Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe\Microsoft.Xbox.TCUI\Capabilities"
"21:18:14.9939595","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Windows\System32\directmanipulation.dll","SUCCESS",""
"21:18:14.9939722","Explorer.EXE","6308","RegQueryValue","HKCR\CLSID\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}\SortOrderIndex","NAME NOT FOUND","Length: 16"
"21:18:14.9939943","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName\Microsoft.WindowsTerminal_8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"21:18:14.9940093","Explorer.EXE","6308","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"21:18:14.9940260","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXgzzfreat371nkms9k7gpb45n6ha46qgn","BUFFER OVERFLOW","Length: 144"
"21:18:14.9940500","DllHost.exe","25556","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9940668","Explorer.EXE","6308","RegQueryKey","HKCR\CLSID\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}","SUCCESS","Query: Name"
"21:18:14.9940893","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageFamily\Index\PackageFamilyName\Microsoft.WindowsTerminal_8wekyb3d8bbwe","SUCCESS","Index: 0, Name: 86"
"21:18:14.9941049","Explorer.EXE","6308","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9941432","Procmon64.exe","10216","CreateFile","C:\Windows\System32\directmanipulation.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.9941770","msedgewebview2.exe","19460","RegQueryValue","HKCU\Software\RegisteredApplications\AppXgzzfreat371nkms9k7gpb45n6ha46qgn","BUFFER OVERFLOW","Length: 144"
"21:18:14.9941801","DllHost.exe","25556","RegOpenKey","HKLM\System\CurrentControlset\Control\Lsa","REPARSE","Desired Access: Query Value"
"21:18:14.9942016","Explorer.EXE","6308","RegQueryKey","HKCR\CLSID\{A8CDFF1C-4878-43be-B5FD-F8091C1C60D0}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.9942162","Procmon64.exe","10216","CreateFileMapping","C:\Windows\System32\directmanipulation.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
